reference	candidate	human_score
“Правительство говорит только “мы надеемся, что работодатели пойдут навстречу”.	«Правительство просто говорит:« Мы надеемся, что работодатели будут сотрудничать ».	0.3002777569251558
Сотрудники опасаются, что шутники вооружают надоедливых приматов, которые, как известно, нападают на всех, кто притормаживает и отрывают дворники и зеркала.	Рабочие опасаются, что шутники вооружают надоедливых приматов, которые, как известно, набрасываются на любого, кто останавливается и срывает стеклоочистители и зеркала.	0.2064409578860446
"Джон Манн, независимый эксперт правительства по вопросам антисемитизма, сказал, что твиты ""точно демонстрируют, почему закон нужно изменить для того, чтобы обеспечить им должный уровень ответственности""."	Джон Манн, независимый советник правительства по антисемитизму, заявил, что твиты «показывают, почему именно закон нуждается в изменении, чтобы привлечь их к разумной ответственности».	0.0
But we also know that we can meet the challenges, just as I mentioned before and as what this Summit stands for, the world of democracy is everywhere.	But we also know that we can meet the challenge, because I said before that, as this summit shows, the democratic world is everywhere.	0.8340214698596202
Fauci said that some areas in the United States were struggling to fight against the rebounding COVID-19 epidemic.	Fauci said that some parts of the United States are currently struggling with the rebound of the epidemic.	0.8670520231213873
Bitte beachten Sie, dass Einfuhrzölle, Umsatzsteuern, Quarantänegebühren, Gebühren für Adressänderungen und andere Steuern nicht im Artikelpreis oder in den Versandgebühren enthalten sind.	Bitte beachten Sie, dass Einfuhrzölle, Mehrwertsteuer, Quarantänegebühren, Adressänderungsgebühren oder sonstige Steuern nicht im Artikelpreis oder in den Versandkosten enthalten sind.	0.8257638315441784
Seth Dunlap, Louisiana: Der Moderator von WWL Radio hat nach Angaben des Senders mit einer Klage wegen eines schwulen Tweets gedroht, den er selbst gesendet hat, ähnlich wie im Fall Jussie Smollett	Seth Dunlap Louisiana: WWL Radio-Moderator droht, über Anti-Schwulen-Tweet zu verklagen schickte den Tweet selbst, Sender behauptet, ähnlich wie Jussie Smollett Fall	0.8838425516102395
Große Sorgen bereitet Pakistan die Präsenz von Aktivisten in Afghanistan, die insbesondere mit der TTP, der Jamaat-ul-Ahrar oder der Lashkar-e-Islam in Verbindung stehen, sowie von Aktivisten der Baluchistan Liberation Army, die in diesem Monat für schwere Anschläge in der südlichen Provinz Sindh und in der südwestlichen Provinz Baluchistan verantwortlich war.	Eine große Sorge für Pakistan ist die Anwesenheit von Kämpfern in Afghanistan, die vor allem mit der TTP, Jamaat-ul-Ahrar oder Lashkar-e-Islam in Verbindung stehen, aber auch mit der Baluchistan Liberation Army, die in diesem Monat die Verantwortung für aufsehenerregende Anschläge in der südlichen Provinz Sindh und in der südwestlichen Provinz Baluchistan übernommen hat.	0.8257638315441784
Недавно у меня был пациент, которому была необходима очень специфическая процедура на колене, чтобы нормально ходить и улучшить качество жизни.	Недавно был пациент, которому потребовалась очень специфическая процедура на колене, чтобы нормально ходить и улучшать качество жизни.	0.8670520231213873
Возмущенный Париж обвинил Вашингтон и Канберру в «ударе в спину», тогда как всего две недели позднее Макрон выступил вместе с премьер-министром Греции, чтобы лично объявить о поставках как минимум трех французских боевых кораблей в Афины примерно за 3,5 миллиарда долларов США и сказал, что пришло время «перестать быть наивными», при этом он расхваливал новую сделку как символ «стратегической автономности и суверенности Европы».	Возмущенный Париж обвинил Вашингтон и Канберру в «ударе в спину», в то время как всего две недели спустя Макрон вышел на сцену с премьер-министром Греции, чтобы лично объявить о продаже Афинам по меньшей мере трех французских военных кораблей за около 3,5 миллиардов долларов, заявив, что пришло время «перестать быть наивным», одновременно рекламируя новую сделку как признак «стратегической автономии и суверенитета Европы».	0.842279108175062
Но если взглянуть на спектр, то человек и птица видят красный, зелёный и синий - они видят этот спектр.	Но если вы посмотрите на спектр, птиц и нас, мы видим красный, зеленый и синий и видим этот спектр.	0.4346125429179887
Мы уже видим и знаем всё это о технологиях, используемых сегодня.	Мы это уже видим и знаем по той технологии, которую используем сегодня.	0.3440682631434077
He deeply regretted his involvement.	He deeply regretted his involvement in it.	0.8257638315441784
Omicron strain infection cases were found in Mauritius and other countries for the first time - Xinhuanet	First cases of Omicron strain infection found in Mauritius and other countries - Xinhua English.news.cn	0.8257638315441784
Эйнштейн не верил, что они существуют в реальности.	Он не верил, что они существуют в природе.	0.0
"В British Airways заявили, что ""разочарованы"" последними изменениями в правительственных рекомендациях и правилах для путешественников, хотя авиакомпания сообщила, что ее рейсы продолжают выполняться."	British Airways заявила, что она «разочарована» последними изменениями в советах и правилах путешествий правительства, хотя авиакомпания заявила, что ее рейсы продолжают выполняться.	0.0
Он может сказать, что женщина улыбается.	Это может сказать вам, что женщина улыбается.	0.5898313082458417
Вот эта фаллическая штука примерно 30 сантиметров длиной.	Такой фаллический бит там около фута длиной.	0.5898313082458417
Сегодня мы хотели бы дополнить роскошный визуальный образ вселенной, имеющийся у нас, еще и саундтреком.	Теперь мы хотели бы иметь возможность добавить к своего рода великолепной визуальной композиции, которую мы имеем о Вселенной - звуковую композицию.	0.4128819157720892
На прошлой неделе я снял вот эти фотографии cолнцецвета, семейство ладанниковые, в Дорсете.	На прошлой неделе я сделал эти фотографии каменной розы, гелиантемы, в Дорсете.	0.3440682631434077
Если она удаляется, звук становится тише.	Если она удаляется далеко, это немного слишком тихо.	0.5161023947151115
"Поль Погба намекнул о своем будущем, после того как ""МЮ"" завоевал место в Лиге чемпионов"	Поль Погба намекнул на свое будущее после того, как «Манчестер Юнайтед» вышел в Лигу чемпионов	0.0
И умный. Он называется обсидиан.	Это очень умно. Он называется обсидиан.	0.6881365262868154
Тем не менее, черную дыру, пусть и невидимую, можно услышать, поскольку она «бьет» в пространство-время как в барабан.	И все же черные дыры могут быть услышаны, даже если они не видны, и это потому, что они бьют в пространстве-времени, как барабан.	0.359027752845295
Отклонение может быть настолько сильным, что объект просто попадет на орбиту, и будет вращаться вокруг Солнца как Земля, или как Луна — вокруг Земли.	И вы можете отклониться настолько, что окажетесь на орбите вокруг Солнца, как Земля, или Луна вокруг Земли.	0.0
Der patentierte Ringauswerfer, der Ladekegel und das Gleitmittel, die im Kit enthalten sind, helfen beim Anlegen der Spannungsbänder nach dem Pumpen.	Mit dem patentierten Ringauswerfer, dem Ladekonus und dem Gleitmittel im Set können die Spannbänder nach dem Pumpen einfacher angelegt werden.	0.8257638315441784
Семья мальчика также получила квартиру и предложение оплатить обучение детей.	Семья мальчика также получила квартиру и предложение позаботиться об образовательных расходах детей в семье.	0.2949156541229209
Крупнейший туроператор Соединенного Королевства Tui отменил воскресные рейсы в материковую часть Испании и на Канарские острова.	Крупнейший туроператор Великобритании Tui отменил свои рейсы из-за вылета в материковую часть Испании и на Канарские острова в воскресенье.	0.4346125429179887
Am Wochenende ist das Büro geschlossen.	Das Büro bleibt am Wochenende geschlossen.	0.8257638315441784
В четверг там произошел самый резкий скачок числа случаев заражения с окончания локдауна.	В четверг здесь наблюдался самый большой ежедневный рост числа заражений с тех пор, как был снят режим изоляции.	0.0
(Смех) Обман распространяется и в царстве растений.	(Смех) Теперь обман продолжается по царству растений.	0.5898313082458417
The point is I didn’t eat anything tonight.	The point is that I didn't eat tonight	0.8340214698596202
Я хочу доказать вам, что у Вселенной есть своя звуковая дорожка, и она «воспроизводится» самим космосом, ведь космическое пространство вибрирует как барабан.	Я хотел бы убедить вас, что у Вселенной есть саундтрек, и этот саундтрек воспроизводится в самом космосе, потому что космос может раскачиваться, как барабан.	0.3440682631434077
Днем в районе Сьюзанвиля стоит жара, температура поднимается выше 90 градусов, поэтому существовал риск воспламенения тлеющих очагов.	В дневную жару, с температурой выше 90 градусов в районе Сусанвилля, тлеющие пятна подвергались риску разгораться.	0.0
This is the relationship between that index and the same level of inequality.	This is how the index relates to the same level of inequality.	0.8257638315441784
На главном экране приложения #PRS_ORG# нажмите «Подробнее» в нижней части экрана.	На главном экране приложения #PRS_ORG# нажмите Дополнительно в нижней части экрана.	0.8340214698596202
Einstein realized that if the universe is empty, if the universe is a void, it will look like this picture, except for those auxiliary lines drawn on it.	Einstein realized that if the universe is empty, if the universe is empty, it will look like this picture, except for the auxiliary lines drawn on it.	0.8505367464905037
If it doesn’t work, please cancel the order and ask for a refund.	If not, cancel the order and refund	0.8340214698596202
Es wird ein Bildschirm „Ausgeschaltet“ angezeigt, wenn Ihr Lesegerät ausgeschaltet ist.	Sie sehen einen „Ausgeschaltet“-Bildschirm, wenn Ihr eReader ausgeschaltet ist.	0.8340214698596202
А ещё оно делает кое-что другое, тоже необычное.	Эта вещь делает что-то еще, что необычно.	0.5898313082458417
The makeup was delicate, the team offered good service, and I had a nice trip with this professional team; the seller was nice; I was satisfied and would recommend it to friends.	The makeup is very delicate, and the team service is also very good. I was very happy with this trip, very professional team, the seller's service attitude is very good, I will introduce it to friends, I am very satisfied.	0.8274153592072668
Это другой звук, созданный моей группой.	Это еще один звук из моей группы.	0.5898313082458417
«На камнях появляются эти странные водоросли».	«Вы получаете эти странные водоросли на скалах».	0.5898313082458417
Die USA beantragten im Juni offiziell seine Auslieferung aufgrund von 18 Anklagepunkten, darunter der Missbrauch von Computern und die unerlaubte Veröffentlichung von Informationen zur nationalen Sicherheit.	Die USA beantragten im Juni offiziell seine Auslieferung wegen 18 Anklagepunkten, darunter Computermissbrauch und die unerlaubte Offenlegung nationaler Verteidigungsinformationen.	0.8285163748967795
С помощью современных телескопов мы смогли собрать потрясающий немой фильм о Вселенной, охватывающий всю нашу историю вплоть до Большого взрыва.	И со всеми нашими современными телескопами мы смогли собрать это потрясающее немое кино вселенной — эти серии снимков, которые восходят к Большому взрыву.	0.37534719615644474
"""Мы не можем вернуть деньги, а за замену компания просит вдвое больше того, что я уже заплатила за сборы. Я очень разочарована и расстроена, ведь мы собрали вещи и готовы ехать""."	"""Мы не можем вернуть ни копейки, а за внесение изменений компания хочет в два раза больше, чем я уже заплатила. Я очень расстроена и огорчена, ведь мы уже собрали вещи и были готовы лететь""."	0.0
Xiaojie and the other girl (sorry, I forgot her name) were super patient while doing my makeup and the makeup was natural.	Xiao Jie and another girl (sorry I can't remember her name) were super patient and natural with their makeup.	0.8257638315441784
В результате вспышки сальмонеллы заболели 212 человек в 23 штатах	Вспышка сальмонеллы заболела 212 человек в 23 штатах	0.5161023947151115
The British “Times” and “Sunday Times” have published a new book titled “Finding Freedom” in installments, which describes the psychological journey of Prince Harry and his wife Meghan Markle during their living of the royal life.	A new book titled “Finding Freedom” is published in The Times and The Sunday Times about the royal life of Prince Harry and his wife Meghan Markle.	0.8265895953757225
Amari Allen, eine 12-jährige Schülerin an der privaten christlichen Gesamtschule sagte, die Jungen hätten ihre Dreadlocks „hässlich“ und „kraus“ genannt, bevor sie sie in der Pause auf dem Schulhof abgeschnitten hätten.	Amari Allen, eine 12-jährige Schülerin an der privaten K-12 christlichen Schule, sagte, die Jungen nannten ihre Dreadlocks „hässlich“ und „Windel“, bevor sie sie während der Pause auf dem Spielplatz abschnitten.	0.8890723947151116
„Ich wollte mir kurz an einem Limonadenstand in Harlan, Iowa, ein Getränk kaufen. Wenn das Leben nicht gut zu dir ist, nimm große strukturelle Veränderungen vor!“, sagte Warren auf Twitter.	„Halt für einen schnellen Drink an einem Limonadenstand in Harlan, Iowa. Wenn das Leben dir Zitronen gibt, mach einen großen Strukturwandel!“, erklärte Warren auf Twitter.	0.842279108175062
At least 10% of Meta’s revenue comes from China every year, mainly contributed by Chinese companies engaged in offshore business.	At least 10% of Meta's revenue comes from China every year, mainly from Chinese companies that do offshore business.	0.8257638315441784
Поддерживая баланс между фирмами и работниками, экономика лучше подготовлена к быстрому восстановлению.	Сохраняя нетронутыми матчи между фирмами и работниками, экономика лучше подготовлена к быстрому восстановлению.	0.3176014736708379
Но масштаб примерно таков.	Но в основном это то, о чем мы говорим.	0.4587576841912102
"We all know that Chinese customers have a very positive attitude towards Russian goods and regard our goods as high-quality and green products. """	We all know that Chinese customers hold very positive attitudes towards Russian products and accept Russian products as high-quality, green and environmentally friendly.	0.8345719818331957
Позвонили из офиса Рахула Ганди и предложили поддержку.	Офис Рахула Ганди также позвонил и предложил поддержку.	0.0
Но что поразительно — с нашей точки обзора мы будем все время видеть Землю.	Но что очень впечатляет то, что с нашей точки зрения мы всегда видим Землю.	0.5898313082458417
Дарвин утверждал, глядя на этот цветок: «Я предполагаю кое-что эволюционировало совместно с ним».	И Дарвин сказал, глядя на этот цветок: «Думаю, что-то произошло вместе с этим».	0.3176014736708379
This reporter learned that, on October 26th, 2018, Fuzhou Central Sub-Branch of the People’s Bank of China jointly signed a memorandum of understanding on tripartite cooperation with the Fujian Provincial Tax Service of the State Taxation Administration and China UnionPay Co., Ltd. to build the first comprehensive tax payment platform in Fujian province for the convenience of the public.	The reporter learned that on October 26, 2018, the Fuzhou Central Branch of the People's Bank of China, together with the Fujian Provincial Tax Bureau of the State Administration of Taxation and China UnionPay Co., Ltd.	0.872557118084228
O‘Brien stellte das Video auf Facebook und sagte ABC 10, sie wolle die Frau „im Knast sehen“.	"O'Brien teilte das Video auf Facebook und sagte ABC 10, dass er die Frau ""ins Gefängnis gehen"" sehen will."	0.8257638315441784
Но в Сиэтле и Портленде массовые выступления продлились гораздо дольше. В какой-то момент протестующие в Сиэтле получили власть над несколькими кварталами на Капитолийском холме и провозгласили там зону самоуправления. После череды перестрелок в этой зоне полиция расчистила ее, и протесты утихли.	В Сиэтле и Портленде, однако, прошли продолжительные демонстрации. Протестующие в Сиэтле в какой-то момент предъявили претензии на несколько кварталов в районе Капитолийского холма и объявили автономную зону.	0.3058384561274735
В докладе также говорилось, что группа по наблюдению получила информацию о том, что два старших командира Исламского государства Абу Кутайба и Абу Хаджар аль-Ираки недавно прибыли в Афганистан с Ближнего Востока.	В отчете также говорится, что группа наблюдения получила информацию о том, что два высокопоставленных командира Исламского государства, Абу Кутайба и Абу Хаджар аль-Ираки, недавно прибыли в Афганистан с Ближнего Востока.	0.0
Почему же растения идут на такие сложности?	Зачем им это нужно?	0.0
Dave Stoufer gab bekannt, dass Gesundheits- und Altersprobleme zu seiner Entscheidung geführt haben, den „längsten Job“ aufzugeben, den er je hatte.	Dave Stoufer enthüllte, dass gesundheitliche Probleme und altersbedingte Probleme zu seiner Entscheidung geführt hatten, sich von seinem „längsten Job“ zurückzuziehen, den er je hatte.	0.8257638315441784
«Они не проводят масштабных рандомизированных исследований, а в результате получают плохие лекарства. Из-за этого падает качество медицинского обслуживания и страдают пациенты».	«Они не могут провести крупные рандомизированные испытания, и это в конечном итоге дает плохие лекарства. Это делает медицинскую практику беднее, а результаты для пациентов беднее».	0.33030553261767137
RT новости США: AP раскритиковало пресс-секретаря Белого дома Кейли Макинани за «политические» брифинги – но журналисты продолжают задавать политические вопросы	AP обвиняет пресс-секретаря Белого дома Кейли Макинани за «политические» брифинги, но репортеры продолжают задавать политические вопросы — RT USA News	0.21730627145899428
Это был удивительный опыт.	Это был совершенно удивительный опыт.	0.0
Т.е. это интерфейс для отображения многомерных данных.	Так что на самом деле это многомерный пользовательский интерфейс.	0.09175153683824196
Они залетают и опыляют.	Они прилетают и опыляют.	0.0
However, can you ensure the smooth proceeding of project management work after passing the PMP test?	However, does the PMP test ensure that the project management work is smooth and unobstructed?	0.8257638315441784
Распространение огня остановлено, однако ожидается, что специалисты останутся на месте происшествия на ночь, чтобы следить за ситуацией.	Прогресс в деле пожара был остановлен, но ожидается, что ресурсы останутся в одночасье для наблюдения за состоянием.	0.485743430320105
Der mit Eiern beladenen Karren von Paras Raykar wurde am Mittwoch angeblich von den Stadtangestellten von Indore umgeworfen, wo die Verwaltung die „Links-Rechts“-Regel für die Öffnung von Geschäften in der Coronavirus-Epidemie eingeführt hat.	Paras Raykars Einkaufswagen mit Eiern wurde angeblich am Donnerstag von den Zivilbeamten in Indore umgeworfen, wo die Regierung die „Links-Rechts“-Regel für die gestaffelte Öffnung von Geschäften inmitten der Coronavirus-Pandemie umgesetzt hat.	0.8670520231213873
Отчасти он сделал это, потому что большинство изображений,  которые я давала ему, были позитивными.	И отчасти это было связано с тем, что большинство изображений, которые я дал, были положительными.	0.5505092210294522
Mit Norton Security Deluxe können Sie Ihr Gerät rasch und einfach schützen.	Mit Norton Security Deluxe können Sie Ihr Gerät schnell und einfach sichern.	0.8257638315441784
Вопрос. Я могу узнать размеры товара?	В. Могу ли я получить размеры предмета?	0.8257638315441784
На последних фотографиях, которые я хочу вам показать, запечатлён айсберг, сфотографированный мною в Киртартиватзиаке, в Гренландии.	Последние снимки, которые я хотел бы показать вам, представляют собой айсберг, который я сфотографировал в Кекетаарсуаке, Гренландия.	0.5343177733521153
Sie können sehen, dass Schweden besser ist als Großbritannien, über die gesamte soziale Hierarchie hinweg.	Sie sehen hier, dass Schweden über die gesamte soziale Hierarchie hinweg besser abschneidet als Großbritannien.	0.8257638315441784
Когда вы в последний раз  видели селфи на похоронах?	Когда вы в последний раз видели селфи на похоронах?	0.0
«Мы получаем огромную поддержку со всей страны.	«Мы ошеломлены поддержкой людей по всей стране.	0.0
Профессор Питер Хорби, эксперт по инфекционным заболеваниям и второй основатель программы Recovery, сообщил:	Профессор Питер Хорби, эксперт по инфекционным болезням и другой основатель программы «Восстановление», сказал:	0.3176014736708379
(Смех) Обман распространяется и в царстве растений.	(Смех) Теперь обман продолжается в растительном царстве.	0.5898313082458417
"Там заявили, что данное решение ""нарушает планы поездок тысяч британцев""."	"В нем говорилось, что этот шаг ""вверг в хаос планы путешествий тысяч британцев""."	0.0
Вооружившись глубоким пониманием проблемы загрязнения воздуха и изучив накопленную десятилетиями информацию о концентрации загрязнителей и метеорологических условиях в Йоханнесбурге и за его пределами, мы со моими коллегами из Южной Африки и Китая создали систему поддержки по принятию решений о воздухе, которая находится в облаке.	Вооружившись более твердым пониманием проблемы загрязнения воздуха и сумев получить более десяти лет данных об уровнях загрязнения воздуха и метеорологических условиях в Йоханнесбурге и его окрестностях, мои коллеги из Южной Африки и Китая и я создали систему поддержки принятия решений о качестве воздуха, которая живет в облаке.	0.1756944322434422
У этого цветка есть чёрные точки: нам они кажутся чёрными, но для мужских особей насекомых определённого вида, они похожи на двух самок, готовых на всё.	Этот цветок с его черными точками: они могут быть похожи на черные точки для нас, но, если я скажу вам, насекомому мужского пола нужного вида, это похоже на двух самок, которые действительно очень горячи.	0.3643075727400787
This reporter learned that, on October 26th, 2018, Fuzhou Central Sub-Branch of the People’s Bank of China jointly signed a memorandum of understanding on tripartite cooperation with the Fujian Provincial Tax Service of the State Taxation Administration and China UnionPay Co., Ltd. to build the first comprehensive tax payment platform in Fujian province for the convenience of the public.	The reporter learned that on October 26, 2018, the Fuzhou Central Branch of the People's Bank of China, together with the Fujian Provincial Tax Bureau of the State Administration of Taxation and China UnionPay Co., Ltd. jointly signed a tripartite cooperation memorandum to create a comprehensive tax payment platform for the convenience of the people in Fujian Province's tax treasury.	0.886319843104872
ХУРУПА-ВАЛЛИ (CBSLA). В субботу вечером в Хурупа-Валли вспыхнул лесной пожар, на тушение которого было направлено более 200 пожарных.	ЮРУПА ВАЛЛИ (CBSLA) - В субботу днем в долине Юрупа возник лесной пожар, вызвавший ответную реакцию более 200 пожарных.	0.4587576841912102
У меня по спине побежали мурашки.	Это вызвало озноб по моему позвоночнику.	0.6881365262868154
Если человек откажется принимать участие, его арестуют.	Если человек отказывается присутствовать, он будет арестован.	0.0
Я прошел мимо покупателя, который поздоровался и поздоровался в ответ, затем подождал несколько секунд, чтобы выяснить, есть ли у него вопросы.	Я прошел мимо клиента, который поздоровался, и я поздоровался в ответ, а затем подождал несколько секунд, чтобы узнать, есть ли у него вопрос.	0.8340214698596202
"An anonymous adviser from Beijing Government also believes that a new round of trade talks is unlikely due to poor U.S.-China relations and that ""the issue of trade has lost its weight in the China-U.S. relations."""	"An anonymous Beijing government adviser also said that due to the poor relationship between the United States and China, a new round of trade negotiations is unlikely, and that ""trade issues have lost weight in China - US relations""."	0.8753096614368291
Здесь видно, как он начинает вращаться, а лодка переплыла на другую сторону, и там стоит человек.	Видно здесь, она начинает катиться, и лодка сдвинулась на другую сторону, и человек там стоит.	0.2752546105147261
Протесты в Сиэтле: огонь, перцовый аэрозоль и многотысячный марш	Протесты в Сиэтле: Пожары и перцовые баллончики, когда тысячи людей маршируют по городу	0.3176014736708379
The university insists on the correct direction of running an university, continuously accumulates the altitude of culture and the important support by condensing the power of spirit; it has profound connotations and far-reaching significance.	This is an important guarantee for the school to adhere to the correct direction of running the school, continuously accumulate cultural heights and gather spiritual strength, which is rich in connotation and far-reaching.	0.8257638315441784
Бывает маскшейминг, а бывает стопроцентное разбойное нападение.	Есть позор масок, а затем есть полный штурм.	0.5161023947151115
К сожалению, скорее всего в будущем не планируется производить отдельные части	Судя по всему, в будущем производство отдельных секций автомобилей не планируется.	0.8340214698596202
During the period of extended operation, the operating times of Lines 1 and 2 will be extended to early into the next morning, at an average frequency of one train every 10 minutes.	During the delayed operation period, the operation time of subway lines 1 and 2 will continue until the early hours of the next morning, with an average of 10 minutes.	0.9303605862923204
Сожмем их до 60 км в диаметре.	Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.	0.3440682631434077
"Игра португальского плеймейкера стала настоящим откровением для ""Олд Траффорд"", и его появление в команде позволило Погба играть на более глубокой позиции в центре полузащиты, что также улучшило настроение Поля."	"Португальский плеймейкер стал откровением на ""Олд Траффорд"", и его приход позволил Погба играть в более глубокой позиции центрального полузащитника, что также улучшило его настроение."	0.0
Я рад, что теперь вы имеете доступ к своей электронной книге!!	Я рад, что вы получили доступ к электронной книге сейчас!	0.8257638315441784
Iran gibt britischen Öltanker Stena Impero frei	Iran gibt britischen Öltanker Stena Impero frei	0.8257638315441784
В связи с таким успехом, мы решили сделать следующий большой шаг и разработать реальный автомобиль, которым можно было бы управлять на реальных дорогах.	Так что с этим успехом мы решили сделать следующий большой шаг, разработать настоящий автомобиль, на котором можно ездить по реальным дорогам.	0.039322087216389426
Технологии, основанные на понимании изображений и генерировании языка, превращаются в технологии, которые помогают слабовидящим людям лучше получать доступ к визуальному миру.	Технологии, построенные на понимании изображений и формировании языка, превращаются в технологии, которые помогают людям с ослабленным зрением лучше получить доступ к миру зрения.	0.359027752845295
Пресс-клуб Индаура обеспечил мальчика деньгами и едой.	Индорский пресс-клуб также предоставил мальчику пайки и деньги.	0.0
Pinching philtrum has no effect at all if a person suffers from cardiac arrest and there is no sign of breathing or heartbeat.	If a person has cardiac arrest, no breathing, no heartbeat, there is no effect in your pinching.	0.8670520231213873
„Wir applaudieren den Mitgliedern des Kongresses, inklusive der Sprecherin Pelosi, die den erforderlichen ersten Schritt in diese Richtung getan haben“, heißt es in dem Schreiben. „Präsident Trump scheint die Autorität und die Ressourcen des höchsten Amtes des Landes dazu genutzt zu haben, zusätzliche ausländische Interventionen in unseren demokratischen Prozess zu unterstützen. Dies würde einen skrupellosen Machtmissbrauch darstellen.	"„Wir applaudieren den Mitgliedern des Kongresses, einschließlich Sprecher Pelosi, die uns diesen notwendigen Weg eingeschlagen haben“, heißt es in dem Brief. ""Präsident Trump scheint die Autorität und die Ressourcen des höchsten Amtes des Landes genutzt zu haben, um zusätzliche ausländische Einmischung in unseren demokratischen Prozess einzuladen."	0.8513625103220479
Закон был принят при большинстве в две трети, четверо членов парламента высказались против.	Закон был принят большинством в две трети, против четырех депутатов.	0.4128819157720892
Многие растения имеют окраску, делающую их похожими на насекомых.	На многих растениях есть надписи, похожие на других насекомых.	0.4587576841912102
На этом снимке с телескопа «Хаббл» мы видим две галактики.	На этом изображении Хаббла мы видим две галактики.	0.0
When most people think Intel’s move will make certain impact on Taiwan Semiconductor Manufacturing Company and even steal their job.	When most people think that Intel's move will have a certain impact on TSMC, and it is likely that it will steal TSMC's “job bowl”.	0.8340214698596202
Министр иностранных дел признал, что у многих туристов не было времени отменить или изменить планы.	Министр иностранных дел признал, что у многих туристов не осталось времени, чтобы отменить или изменить свои планы.	0.0
Sowohl bei Coutinho als auch bei Umtiti wird von einem Wechsel zu Arsenal gesprochen, während auch Chelsea an dem Brasilianer Interesse haben soll.	Sowohl bei Coutinho als auch bei Umtiti wird von einem Wechsel zu Arsenal gesprochen, während auch Chelsea an dem Brasilianer Interesse haben soll.	0.8257638315441784
Поведение наших служб безопасности в случаях с прослушиванием парламента Восточного Тимора, судебными процессами над Свидетелем К и Бернардом Коллери, тайным судебным процессом над бывшим сотрудником разведки и его тюремным заключением, недавними ордерами на обыск, предъявленными двум журналистам, и перспективой обвинения одного из них в связи с историями о предполагаемых убийствах, совершенных австралийскими солдатами в Афганистане, показывает, почему нам нельзя терять бдительность.	Поведение наших служб безопасности в связи с прослушиванием в парламенте Восточного Тимора, судебными процессами над свидетелями К. и Бернардом Коллари, тайным судебным разбирательством и тюремным заключением бывшего сотрудника разведки, недавними ордерами на обыск двух журналистов и перспективой предъявления обвинений против одного из них в связь с историями о предполагаемых убийствах австралийских солдат в Афганистане показывает, почему мы не должны снижать охрану.	0.06768555996263749
По размеру она не сильно превышает Манхэттен.	Эта раздавленная черная дыра на самом деле более или менее поместилась бы внутри Манхэттена.	0.0
Die Außenministerin sagte, durch diese Zusicherung werde dazu beigetragen, Leben zu retten und „die Stabilität in der Region zu unterstützen“.	Die Außenministerin sagte, die Zusage hilft dabei, Leben zu retten und „die Stabilität in der Region zu stärken“.	0.8340214698596202
Sie betrügt also auf zwei Ebenen - fabelhaft.	Es täuscht also auf zwei Ebenen - fabelhaft.	0.8257638315441784
Технологии, которые помогают тем из нас, кто страдает неврологическими или другими заболеваниями, чтобы сделать жизнь  одинаково трудной для всех.	Технология, которая помогает и помогает тем из нас, у кого есть неврологические состояния или другие нарушения, чтобы сделать жизнь одинаково сложной для всех.	0.359027752845295
